Branch,Category,Jee_Rank,Region,Round
Bio-Technology,GEN,54432,D,1
Chemical Engineering,GEN,42504,D,1
Civil Engineering,GEN,50194,D,1
Computer Science and Engineering,GEN,8336,D,1
Electrical Engineering,GEN,26545,D,1
Electronics and Communication Engineering,GEN,20009,D,1
Engineering Physics,GEN,39040,D,1
Environmental Engineering,GEN,53310,D,1
Information Technology,GEN,12456,D,1
Mathematics and Computing,GEN,16771,D,1
Mechanical Engineering,GEN,36227,D,1
Mechanical Engineering with specialization in Automotive Engineering,GEN,37524,D,1
Production and Industrial Engineering,GEN,47199,D,1
Software Engineering,GEN,14845,D,1
Bio-Technology,GEN,17367,OD,1
Chemical Engineering,GEN,13119,OD,1
Civil Engineering,GEN,16968,OD,1
Computer Science and Engineering,GEN,3440,OD,1
Electrical Engineering,GEN,9167,OD,1
Electronics and Communication Engineering,GEN,6248,OD,1
Engineering Physics,GEN,10251,OD,1
Environmental Engineering,GEN,17182,OD,1
Information Technology,GEN,4504,OD,1
Mathematics and Computing,GEN,5249,OD,1
Mechanical Engineering,GEN,12586,OD,1
Mechanical Engineering with specialization in Automotive Engineering,GEN,12663,OD,1
Production and Industrial Engineering,GEN,17176,OD,1
Software Engineering,GEN,5145,OD,1
Bio-Technology,GEN,59942,D,2
Chemical Engineering,GEN,48484,D,2
Civil Engineering,GEN,56357,D,2
Computer Science and Engineering,GEN,11775,D,2
Electrical Engineering,GEN,30789,D,2
Electronics and Communication Engineering,GEN,23377,D,2
Engineering Physics,GEN,44477,D,2
Environmental Engineering,GEN,58990,D,2
Information Technology,GEN,14974,D,2
Mathematics and Computing,GEN,20046,D,2
Mechanical Engineering,GEN,41748,D,2
Mechanical Engineering with specialization in Automotive Engineering,GEN,42800,D,2
Production and Industrial Engineering,GEN,51666,D,2
Software Engineering,GEN,17787,D,2
Bio-Technology,GEN,19666,OD,2
Chemical Engineering,GEN,16683,OD,2
Civil Engineering,GEN,19600,OD,2
Computer Science and Engineering,GEN,5254,OD,2
Electrical Engineering,GEN,10487,OD,2
Electronics and Communication Engineering,GEN,7971,OD,2
Engineering Physics,GEN,13626,OD,2
Environmental Engineering,GEN,19603,OD,2
Information Technology,GEN,6153,OD,2
Mathematics and Computing,GEN,7041,OD,2
Mechanical Engineering,GEN,15727,OD,2
Mechanical Engineering with specialization in Automotive Engineering,GEN,13968,OD,2
Production and Industrial Engineering,GEN,18887,OD,2
Software Engineering,GEN,6617,OD,2
Bio-Technology,GEN,61526,D,3
Chemical Engineering,GEN,49909,D,3
Civil Engineering,GEN,57372,D,3
Computer Science and Engineering,GEN,11775,D,3
Electrical Engineering,GEN,30789,D,3
Electronics and Communication Engineering,GEN,23571,D,3
Engineering Physics,GEN,44098,D,3
Environmental Engineering,GEN,60169,D,3
Information Technology,GEN,14875,D,3
Mathematics and Computing,GEN,20051,D,3
Mechanical Engineering,GEN,42224,D,3
Mechanical Engineering with specialization in Automotive Engineering,GEN,44815,D,3
Production and Industrial Engineering,GEN,52366,D,3
Software Engineering,GEN,17787,D,3
Bio-Technology,GEN,22052,OD,3
Chemical Engineering,GEN,17349,OD,3
Civil Engineering,GEN,22180,OD,3
Computer Science and Engineering,GEN,5803,OD,3
Electrical Engineering,GEN,11787,OD,3
Electronics and Communication Engineering,GEN,9312,OD,3
Engineering Physics,GEN,13670,OD,3
Environmental Engineering,GEN,22416,OD,3
Information Technology,GEN,6604,OD,3
Mathematics and Computing,GEN,8079,OD,3
Mechanical Engineering,GEN,16767,OD,3
Mechanical Engineering with specialization in Automotive Engineering,GEN,14098,OD,3
Production and Industrial Engineering,GEN,19146,OD,3
Software Engineering,GEN,7556,OD,3
Bio-Technology,GEN,62242,D,4
Chemical Engineering,GEN,50252,D,4
Civil Engineering,GEN,57723,D,4
Computer Science and Engineering,GEN,11831,D,4
Electrical Engineering,GEN,31179,D,4
Electronics and Communication Engineering,GEN,24118,D,4
Engineering Physics,GEN,44828,D,4
Environmental Engineering,GEN,60998,D,4
Information Technology,GEN,14995,D,4
Mathematics and Computing,GEN,20158,D,4
Mechanical Engineering,GEN,42972,D,4
Mechanical Engineering with specialization in Automotive Engineering,GEN,45283,D,4
Production and Industrial Engineering,GEN,52713,D,4
Software Engineering,GEN,17911,D,4
Bio-Technology,GEN,24464,OD,4
Chemical Engineering,GEN,19683,OD,4
Civil Engineering,GEN,23032,OD,4
Computer Science and Engineering,GEN,5864,OD,4
Electrical Engineering,GEN,13578,OD,4
Electronics and Communication Engineering,GEN,10128,OD,4
Engineering Physics,GEN,17065,OD,4
Environmental Engineering,GEN,23302,OD,4
Information Technology,GEN,6642,OD,4
Mathematics and Computing,GEN,8652,OD,4
Mechanical Engineering,GEN,18552,OD,4
Mechanical Engineering with specialization in Automotive Engineering,GEN,15572,OD,4
Production and Industrial Engineering,GEN,22416,OD,4
Software Engineering,GEN,7997,OD,4
Bio-Technology,GEN,76007,D,5
Chemical Engineering,GEN,62712,D,5
Civil Engineering,GEN,71914,D,5
Computer Science and Engineering,GEN,13567,D,5
Electrical Engineering,GEN,37098,D,5
Electronics and Communication Engineering,GEN,28173,D,5
Engineering Physics,GEN,53492,D,5
Environmental Engineering,GEN,75960,D,5
Information Technology,GEN,17916,D,5
Mathematics and Computing,GEN,24053,D,5
Mechanical Engineering,GEN,54356,D,5
Mechanical Engineering with specialization in Automotive Engineering,GEN,56014,D,5
Production and Industrial Engineering,GEN,65734,D,5
Software Engineering,GEN,21614,D,5
Bio-Technology,GEN,26859,OD,5
Chemical Engineering,GEN,22845,OD,5
Civil Engineering,GEN,28180,OD,5
Computer Science and Engineering,GEN,6406,OD,5
Electrical Engineering,GEN,15907,OD,5
Electronics and Communication Engineering,GEN,11787,OD,5
Engineering Physics,GEN,19657,OD,5
Environmental Engineering,GEN,27789,OD,5
Information Technology,GEN,6871,OD,5
Mathematics and Computing,GEN,10289,OD,5
Mechanical Engineering,GEN,20977,OD,5
Mechanical Engineering with specialization in Automotive Engineering,GEN,16830,OD,5
Production and Industrial Engineering,GEN,25875,OD,5
Software Engineering,GEN,10046,OD,5
Bio-Technology,GEN,133833,D,U1
Chemical Engineering,GEN,70249,D,U1
Civil Engineering,GEN,156712,D,U1
Computer Science and Engineering,GEN,13567,D,U1
Electrical Engineering,GEN,38430,D,U1
Electronics and Communication Engineering,GEN,28698,D,U1
Engineering Physics,GEN,60546,D,U1
Environmental Engineering,GEN,124933,D,U1
Information Technology,GEN,17955,D,U1
Mathematics and Computing,GEN,24228,D,U1
Mechanical Engineering,GEN,59842,D,U1
Mechanical Engineering with specialization in Automotive Engineering,GEN,61953,D,U1
Production and Industrial Engineering,GEN,98671,D,U1
Software Engineering,GEN,21760,D,U1
Bio-Technology,GEN,-,OD,U1
Chemical Engineering,GEN,-,OD,U1
Civil Engineering,GEN,-,OD,U1
Computer Science and Engineering,GEN,6406,OD,U1
Electrical Engineering,GEN,28100,OD,U1
Electronics and Communication Engineering,GEN,16166,OD,U1
Engineering Physics,GEN,41907,OD,U1
Environmental Engineering,GEN,-,OD,U1
Information Technology,GEN,6871,OD,U1
Mathematics and Computing,GEN,13577,OD,U1
Mechanical Engineering,GEN,41588,OD,U1
Mechanical Engineering with specialization in Automotive Engineering,GEN,25624,OD,U1
Production and Industrial Engineering,GEN,-,OD,U1
Software Engineering,GEN,11870,OD,U1
Bio-Technology,GEN,156431,D,S
Chemical Engineering,GEN,70249,D,S
Civil Engineering,GEN,156712,D,S
Computer Science and Engineering,GEN,13567,D,S
Electrical Engineering,GEN,38430,D,S
Electronics and Communication Engineering,GEN,28698,D,S
Engineering Physics,GEN,60546,D,S
Environmental Engineering,GEN,156038,D,S
Information Technology,GEN,17955,D,S
Mathematics and Computing,GEN,24228,D,S
Mechanical Engineering,GEN,59842,D,S
Mechanical Engineering with specialization in Automotive Engineering,GEN,61953,D,S
Production and Industrial Engineering,GEN,98671,D,S
Software Engineering,GEN,21760,D,S
Bio-Technology,GEN,54040,OD,S
Chemical Engineering,GEN,42697,OD,S
Civil Engineering,GEN,53799,OD,S
Computer Science and Engineering,GEN,6406,OD,S
Electrical Engineering,GEN,28100,OD,S
Electronics and Communication Engineering,GEN,16166,OD,S
Engineering Physics,GEN,41907,OD,S
Environmental Engineering,GEN,60537,OD,S
Information Technology,GEN,6871,OD,S
Mathematics and Computing,GEN,13577,OD,S
