Branch,Category,Jee_Rank,Region,Round
Bio-Technology,GEN,54468,D,1
Chemical Engineering,GEN,44665,D,1
Civil Engineering,GEN,49470,D,1
Computer Science and Engineering,GEN,7859,D,1
Electrical Engineering,GEN,26990,D,1
Electronics and Communication Engineering,GEN,19480,D,1
Engineering Physics,GEN,40729,D,1
Environmental Engineering,GEN,53019,D,1
Information Technology,GEN,10414,D,1
Mathematics and Computing,GEN,14603,D,1
Mechanical Engineering,GEN,37330,D,1
Mechanical Engineering with specialization in Automotive Engineering,GEN,39641,D,1
Production and Industrial Engineering,GEN,48275,D,1
Software Engineering,GEN,12363,D,1
Bio-Technology,GEN,12855,OD,1
Chemical Engineering,GEN,10365,OD,1
Civil Engineering,GEN,12020,OD,1
Computer Science and Engineering,GEN,2109,OD,1
Electrical Engineering,GEN,6628,OD,1
Electronics and Communication Engineering,GEN,5016,OD,1
Engineering Physics,GEN,10501,OD,1
Environmental Engineering,GEN,13574,OD,1
Information Technology,GEN,2710,OD,1
Mathematics and Computing,GEN,3849,OD,1
Mechanical Engineering,GEN,8869,OD,1
Mechanical Engineering with specialization in Automotive Engineering,GEN,8907,OD,1
Production and Industrial Engineering,GEN,12234,OD,1
Software Engineering,GEN,3293,OD,1
Bio-Technology,GEN,71210,D,2
Chemical Engineering,GEN,56501,D,2
Civil Engineering,GEN,63862,D,2
Computer Science and Engineering,GEN,10347,D,2
Electrical Engineering,GEN,34786,D,2
Electronics and Communication Engineering,GEN,24936,D,2
Engineering Physics,GEN,48706,D,2
Environmental Engineering,GEN,68074,D,2
Information Technology,GEN,13387,D,2
Mathematics and Computing,GEN,19548,D,2
Mechanical Engineering,GEN,46017,D,2
Mechanical Engineering with specialization in Automotive Engineering,GEN,48164,D,2
Production and Industrial Engineering,GEN,59011,D,2
Software Engineering,GEN,16029,D,2
Bio-Technology,GEN,18417,OD,2
Chemical Engineering,GEN,13455,OD,2
Civil Engineering,GEN,16285,OD,2
Computer Science and Engineering,GEN,3369,OD,2
Electrical Engineering,GEN,9187,OD,2
Electronics and Communication Engineering,GEN,6510,OD,2
Engineering Physics,GEN,12828,OD,2
Environmental Engineering,GEN,17818,OD,2
Information Technology,GEN,4188,OD,2
Mathematics and Computing,GEN,5492,OD,2
Mechanical Engineering,GEN,11754,OD,2
Mechanical Engineering with specialization in Automotive Engineering,GEN,12244,OD,2
Production and Industrial Engineering,GEN,14747,OD,2
Software Engineering,GEN,5050,OD,2
Bio-Technology,GEN,75127,D,3
Chemical Engineering,GEN,58398,D,3
Civil Engineering,GEN,67748,D,3
Computer Science and Engineering,GEN,10347,D,3
Electrical Engineering,GEN,34958,D,3
Electronics and Communication Engineering,GEN,24936,D,3
Engineering Physics,GEN,50035,D,3
Environmental Engineering,GEN,71642,D,3
Information Technology,GEN,13303,D,3
Mathematics and Computing,GEN,19687,D,3
Mechanical Engineering,GEN,46821,D,3
Mechanical Engineering with specialization in Automotive Engineering,GEN,49816,D,3
Production and Industrial Engineering,GEN,61847,D,3
Software Engineering,GEN,16029,D,3
Bio-Technology,GEN,21195,OD,3
Chemical Engineering,GEN,17878,OD,3
Civil Engineering,GEN,19777,OD,3
Computer Science and Engineering,GEN,4008,OD,3
Electrical Engineering,GEN,10716,OD,3
Electronics and Communication Engineering,GEN,7608,OD,3
Engineering Physics,GEN,13103,OD,3
Environmental Engineering,GEN,21598,OD,3
Information Technology,GEN,5110,OD,3
Mathematics and Computing,GEN,6190,OD,3
Mechanical Engineering,GEN,14579,OD,3
